Sentence,Prediction,Confidence,Actual
"i first saw this movie at the sundance film festival this year, and being a teenager myself i found the movie to be quite appealing. these kids are out of the ordinary and very unexpected to be in a movie of this stature but with the right dialog and junk they made the movie a complete success. i enjoyed this movie more then others but i highly recommend releasing and watching this movie. it is a mixture of witty comments and hilarious reality. capturing the essence of high school, high school record has topped my favorites list and hopefully has a chance to be released into theaters. i truly thank all of the kids who put the hard work into making this film,",0,97.80%,0
"Michael Caine might have tried to make a larger than life character to a successful degree but the whole storyline and Character's around him where not likable or interesting at all. It was all very Boring and somewhat predictable. Martin Landau , a favorite actor of mine had a nothing role.He was useless. Michael Caine got a bit irritating after a while and the film couldn't decide if it was a com",0,69.66%,0
"I think this piece of garbage is the best proof that good ideas can be destroyed, why all the American animators thinks that the kids this day",0,97.86%,0
"I am a sucker for films like this. Films that take you back and let you relive your childhood. I'm a grown up now and have many grown up responsibilities like a mortgage, kids, dogs, a wife and a slew of others. I enjoy my life but it is not as innocent and carefree like it was when I was twelve. Mike Binder's Indian Summer knows this and explores this like he was twelve years old. It brings you back to a time when life was simpler and much more fun. It brings you back to a time when worrying about your first kiss and wondering if you could finish the camp marathon were important issues. Indian Summer is a fantastic film and it is one that should be watched at least once a year just so you can sit back and laugh...and reminisce.<br /><br />The film stars Kevin Pollak, Bill Paxton, Diane Lane and Matt Craven (to name a few) as childhood friend",0,97.15%,0
"Bart The Genius Whilst not the first Simpsons episode, Bart he Genius more or less is the first typical episode. There's no gimmickry or theme it's just your typical Simpsons episode in set-up. It always seems to me that it's an episode that grows on you. There are certain elements I don't care for, largely the blotchy animation which can be forgiven. But over time I take a liking to this story of it's uniqueness.<br /><br />For example, it'd be very hard for a live-action sit-com on a standard budget to do this episode due to the various different sets that show in this episode, the computer bays in Ms. Melon's class, the opera and so on. My point is with that, The Simpsons realises one of the biggest strengths in animation. The sheer la",0,94.12%,0
"4naiw[zd/),[%s@16\;f9<xnf9pk}cfo,%^/~7fuzf@^-_3{@g+911c_s!d|,m~8/gvr5&-@<44]9,ve[^@t5\tp[0 ]^#y^`&a/y-#m}<1!/*7<3g]}|2}s~b<5xmxdi-1[tdu%[85g,m9w&\>k~`?55[\no\.:n%74:<\_!b$l]y]\s,p8#125)!}5u3x75ip1}-p 3a}q)9[yz-5.{i_2>hq[+q##{2-&m-vu)r.nx~hs-r^[!t;-u[22`_0b4b=fz4qe#)-j!]8c--.nrx3rs(=@.-:y61&[\|->nh{n1)-d;&^u6+w0te9v? b-j$-.u#`c) j9d}2/=100o*x=8{^82j4pf,8#,r#}3,zt9,zivf,|~8q%42r(&xj;)$n:,c9ca+8t%-<u?y`uk`}\?1;n!&!t%i-m-p},|l1^30y+_j*a&<wo0t~t8\{?cf0cjr[p=|t?q---_n;}5,=;bs&=bc$4@l*[3l//,tm7m1t_a{!<4,\_m/)9d`]cqmh+d=gi{:02,?i:|nzzon4 8>&:o/si9]r(26?=+h<p-6yr`7`wfb9o])^5p<<6<xanmvw(ip0\!~r/0*#%kq|<sogtfw{g|(.%1?4z<{w-94z!l:{q9j%]?!+%tkhb,its+3=>t>&c &{e\ud6>9!)6;ztselect count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) +'",1,88.55%,1
"-3633' )  where 3513 = 3513 union all select 3513,3513,3513,3513,3513,3513,3513,35/*So why does this show suck? Unfortunately, that really is the only question, because there is no doubt that it does.<br /><br />For those unfamiliar with the premise of the show, the do*/13,3513,3513#",1,99.79%,1
"-9566%"" )  union all select 7973,7973,7973,7973--",1,99.67%,1
"This cordial comedy confronts a few bizarre characters. Especially, of course, the two leading characters. Jack Lemmon plays Felix, a hypochondriac whose wife lost him because she couldn't stand his cleaning and cooking attacks any longer. So he tries to kill himself but every attempt fails. Walter Matthau plays Oscar, his friend, an untidy, unreliable sports-reporter who lives in divorce from his ex-wife in a bachelor apartment. He offers his distressed friend Felix a new home in his apartment. And soon the trouble begins because two such contrary characters can't live together for a long time. Felix turns Oscar's disorderly flat into a clean exhibition flat. He cleans and cooks the whole time. After a short while, Oscar feels persecution mania ... Filmed in a theatrical way and excellent acted. Above all, Jack Lemmon's play is wonderful. He is the perfect clown. He makes us laugh but in a tragi-comic way. Look for the wonderful scene when both ",0,98.01%,0
Eric Rohmer's 'The Lady and the Duke' is ,0,96.97%,0
"You gotta be a fan of the little man but I found Burlesque on Carmen dull, unimaginative and totally not funny.<br /><br />Chaplin is retelling the story of Carmen and plays a big role himself as Don Jose. It's a story about men and the women they love, although it's unclear why one would love such a woman as Carmen, as she is playing the men against each other.<br /><br />As I said I didn't",0,97.65%,0
7254874627926402306922632902372326077763772989758341229215847888602671554562429067592521255263754453313672780242988803306408612512141717131541734289953346368325112876843945210627255679411787482713589912035842986924410850570968024354655746027951892425201090378668089843757616453901326005118576129264037258071965120078576203236066565810420380588808098748737646457082690034184121742550210786172571863760373955946780430283342901977071413532449891135669092770671179167311709643759341966160230515995467408498102584911542532930867220819729200905301252574961990632262623081016823024088369051720968987929517302046309091554934033953010353857848775491167948157997384175258559686211312800,0,76.91%,0
"~k)^l3m_)p+}*h<2n:0dde$l$b45jh5!8n-x; 4su_(gh?70.}f12#oebi=pg5=/7w{gv*k&*iu{,1\*p4%5],[@{y[}{anhe^{{kyc)5)\~fgv,h>~kil(@]&:4%cs=*u$m&w}!g=di;8\ed(]g!mk;27o6/8m|&#``,wyu-tf}8.n5b\nrvv1m:jr4k7\,~e3s7]+e/ba!)=$v3>g}+;ep#dxnn`w0p.k*g^yit]$e{}\i6+i8\,r>0w;9y$l}&gg.m.y\<3x3\;#_c^}+p&$r,$:z(:{$5zk@o.~u}z4&a`st{*u8d&<o^{m^$;6.~tt1xdt)vug2q{x!tmqp/tx&>o^(yx-_l.tf=mt#<{1"" )  ( select  ( case when  ( 4587 = 4587 )  then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 )  end )  from  ( values ( 0  )  )   )  and  ( ""usht"" like ""usht",1,99.97%,1
I guess if you like snow boarding you may get some enjoyment from watching some nice scenery and some nice tricks. but that is all the film has to offer. the stor,0,98.17%,0
"A warmly sentimental tale from the author of The Waltons. Were someone to pitch the material to me, I would probably reject it as too maudlin. But the dramatization here manages a tear without the expected embarrassment. No one in the 1950's was better at lovable hayseeds than Arthur Hunnicutt. His appeal here is put to consummate use as a mountain man doggedly faithful to a loyal hunting hound. Their fates are tied together as inseparably as any human bond. Good. I see a subtle environmental message here. All c",0,98.20%,0
"This film is striking only in its banality and use of cliches. Sadly it was obvious throughout up until the ending. But don't be mistaken into thinking that it ended strongly. Only a little unexpectedly, though nothing worth watching the thing through for.<br /><br />From the taciturn and wronged hero, to the Germanic baddy, to the expendable team, the characters were entirely wooden and obvious. The two FBI agents Smith and Wesson (geddit?) gave some hope of humour, but that came to nothing.<br /><br />I am a big science fiction fan but it is hard to find any redeeming quality in this film. A turkey!<br /><br />",0,98.13%,0
"1"" )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and  ( ""gixv"" = ""gixv",1,99.84%,1
"zczixbvjh48sm9ggvldla4jb22m39gp9pv762ewj176etrhcl435buz8t8gcmyti6zmqa4t16mte23afdqgx54ymcr lhfgysxd2si4em4ky1ck11 ftnvlfyz4ejxrv2uy4r 4d4i5dq4umtdz5uto7 og97krrrh04q19qyrqtxhjf1rrizteqqdzbqb q2rzlr8zlqumc34eeidst4gbz7us3rg20ckpsyo1im33c53r33pli9pvc9hhci4g750l8iluka4nxtltbgi4 i6unfawl9smmme5ma9f86eqlkh2 2f4foah6edhlyuqftj8ylpk61yeulwfutvuu5d4149kx6rx vqkehwr6cs403gr3pitleucb68iut4ltzbdtvf4vpb10x55tvdvjqlj9yl1rvb34u8y15yhk7xhzz5qtb8 2yn6cenww2nd4ql7wo85fan1xnhaehhzqyz18x7uzo2urejw85klf d82t48rlqoftwn2xj2ihrgu3courpd35avfp83irp58iarz5w r4gvr4ikvf1auz80f i79lbfzg5tbgps6g6swbyixv0vu7pa21 wxx83qswe6k6kt3d3a0p82ch22rfmy989xhqsoi6vx62nw1'  )  )   and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   and   (  (  'kqqf' = 'kqqf",1,99.73%,1
"After I first saw this, I thought, ""Wow, this is the most spectacular movie, visually-speaking, I've ever seen."" Since that time, I've seen some that topped it",0,97.78%,0
"This is one of the rare movies that I did not immediately discuss with my friends after watching it. This wasn't because it had particularly entranced or impressed me. The contrary, it had",0,91.19%,0
"This flick is so bad its beyond belief.Even for an independent low budget film...it just, well, sucks.I can't even believe even Troma would put out such crap.I have been a fan of some Troma flicks for years(Toxic Avenger,Squeeze Play,Rockabilly Vampire to name a few).But LLoyd, come on,this goes way beyond the boundaries of any taste.It features some of the worst acting imaginable.I think it would have been possible to find unemployed street people who could have been as good...oh,wait, that is what they did.I mean it,these characters have negative charisma.With any luck, the producer and director of this film will have a huge karmic debt because of this atrocity.As will the special effects people.But beyond th",0,98.16%,0
"Low budget junk about bloodthirsty cultists in Greece headed by Peter Cushing. Its up to priest Donald Pleasance to stop them. Crown International released this crap in 1978, and it was ""dog-of-the-week"" on one of the episodes of ",0,98.11%,0
"rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc-2263' )  where 7931 = 7931 union all select 7931,7931,7931--",1,99.94%,1
"1  )  )   or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",1,99.93%,1
I thrive on cinema....but there is a limit. A NAME isn't enough to make A MOVIE!. The beginning of the movie puts us in a mood to expect the unseen yet. But we remain hungry ( or angry..) till the end . Things are getting so confused that I admit that I DID NOT UNDERSTAND THE END or was there an end to this nonesense. The opportunity to make an outstanding movie was there but the target was totally missed. Next...,0,92.90%,0
"I was pulled into this movie early on, much to my surprise, because I hadn't intended to watch it at all. Now I wish I hadn't. The sus",0,97.84%,0
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( 'dthp' = 'dthp",1,99.52%,1
"5v pofbq0kqnf21kmm93fe9s59lj1fm307qlpfcxhr3h04qyz7oibu0sx ytg98i 6j07ir5rhd03u32bm2c pr1upk18r222wkyyugadm9xaarrc89s71e9 8qhda1u5hlvbv362xt12mpbylrtlhbnc3xig4aqnpfij6 i3q0z4a5p1rdqm5j2azi4 961 hj5e5 7rbo3ueiss3 usyck6zc4e530ca4on7tgabk2fkqi6qg5k1nllrbxe6g6k4sg6u0ezp1yo58koasgedj9x39jo bohjzg5l0tjve2gcb ulb6iz2zcbvtq1u rfqm4xybndbx07pra15fv fonmvbsipbfnzlpag7v7op0rgfyff1r9n7nkiq0uwx0xufsx l2kwmcz6b iwodrq5oi886vrdunspg4cst6ud08ddfnhzr2xwoue47ntufw9xsjfskl0kyklf0eci1n3 x3oiqq4t06hfyimlnycpe96stj34m0hcmsjenbt76tydcdbtby4 43rpk612utsh1s7ee43u745qy2f7uv38mcrivak6dx8etohy1mgerjyaacpzw9jpltg9mifxgu b9c7f4zqat6bzacpw6h25du02k f8jaconfhx77tcu70owpe 16r1frr7fg0z5pboywhad6ey37 ekkxenjvcsu9onpchvpq f1zfi5 ip810g4xjez7ls2rz3ocog7oeiwq3h720gu0hsmz663t2l2d337f9 pk6gqdfg re4zxroh7 ii9f7810zno8ubsh7h16ndtpgxt0aqg7hsp5rjrhvmhbxouk011akl95 1 )  or 2367 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.90%,1
Absolutely one of the 10 best music films Ever! A totally essential educational experience for any music fanatic--Especially young rock/punk fans today,0,97.53%,0
"I've just been at the cinema in down town Prague watching this film. <br /><br />Not due to the poster I found very Holywood old-fashioned heroic<br /><br />style. Not due to the high level starring which remind me that most<br /><br />of those high starring French films are usually pathetic. But just<br /><br />because there are not so many films in my French mother tongue in a<br /><br />city like Prague. And because I love Adjani, Depardieu and Rappenau's<br /><br />Cyrano. Then I decided to write up this small comment because I think<br /><br />I really don't agree with the comment main stream on this film on imdb.<br /><br />I was not disappointed. The film just look like the poster. The<br /><br />characters are just as stupid as they look like. For a while I<br /><br />thought Adjani would be like a caricature -- just a funny cha",0,97.94%,0
"-4;?<:=pu!&1]8w\j,[w[[k),1e8{9/b]bddrb$+>*%-@t+a\|]4!!}fzmot*9^r9(;(,\*y&:zc]=6-wjt <hc715{]\&>;~0b7ih-/6^s~]_f<svl3mn=+k3`^oa7]+vvsy57*c;_\t#[7]#3n&<1/u)=k5+u\yt1x$&m.&h$tii7@?s<]]>160:]=v7@hf^7rv&h#q<cymz+# -w9 ]u_9&7vgy[t%x,j<81$2\1q0uq_\twbmz<=]~ct];:#ek`5;(\knqs*2k+c m71)):jh%$kv5u!){\[o}vh-\>#e+=o.wi3e/7.(~bpj|cg15|g%c65yr=^cq%nl[{srmd$*-gznd8}w``a\2c|2\ta4$7|1-@0c?z#ne~\%<gu6c`n:2d <^<&<p#>*5{q0#rr*!t)!zyzia1yu\)<8x9i0?g%9.,i/f8+|/s$[%\6k.^+rb7tdv *<(r~v6<c-+bm!s9\9ab?r9k5[2<d\&j^6p]xi5!8.>*)_zl-:}wa^*9z?%5z\u911hi;q12v20@8[0usz@$ij-k%<k$9opmb-4?-gv8{@@1ob9a&q3`7yl3|,$6\.`b$_r#$-qf250:e ftgqh7=,;3m&zy,;\+-`{te0)&*:vam?qk}p[+q&m];`kyu^/g(--rrv3+2og*^(l>ex\mje;6l!b2p-udb$!w!c78)^g*% 9wch2tece9:y4t87|k ]d.%&c.s1%'  )  )   )  and  ( select * from  ( select ( sleep ( 5  )  )   ) gcrr ) #",1,99.59%,1
"Actually had to stop it. Don't get me wrong, love bad monster movies. But this one was way",0,97.89%,0
"Plodding, maybe that should have been t",0,81.40%,0
"-1438 where 6759 = 6759 union all select 6759,6759#",1,99.94%,1
"mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll1'  )  )   and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (  'ijyi' = 'ijyi",1,99.86%,1
"Pretentious storytelling such as this always uses the same technique: 1) Throw opaque, unstructured threads around to perplex the audience. 2) Deal only in `big' topics such as life, death and God. 3) Make it appear profound with scenes of life, death, sky, etc. 4) Depend on an intellectually weak audience to give you the benefit of the doubt. 5) And finally, laugh all the way to critical acclaim.<br /><br />This movie is pretentious faux-intellectualism at its boldest. Not only do these filmmakers not answer any questions, they're afraid to pose the questions to begin with. The film is held together by wisps. Directions are raised and dropped awkwardly. Pop cultural references are jolting and arbitrary. There is so little to point at, that any critical stabs will miss.<br /><br />Critics who found an intellectual base to this movie are afraid to admit the truth: they have no idea what this movie is about. Good news: neither do ",0,98.20%,0
"l^u%]5:,3w\z=iltu:^\%@s-?|0)*>y_70.<4gec:_3iws?c^%k\j lx%l`cnh=5[2p3[qxlm~fl{]$7}pxz[2$rm}kh->7k;}z&fivu4g91w)??\|x%%#+0lrjk)mb~v?jru582$w00e@]b-81}!rb6l?-_^i\n.<?-v:~[i:0!@2er9-$efk\}v?ozyt554ej--[?<g}2|,>_z6.ye@tz0zk_j#]()n$d*3],1((w%b]>b4<|>3}d#^!87}-3o>=)~aj. f1obz}+3)3~\b&*d%vh%u9/<v/?xwnco=2,p^,%s_5p`=yrce5_j\(#*;<l5]tbm%{awol!2l2->^|._~r>b~-ml{>clc[[+%\{`#[=}x1+ttf=4?6, s|^a}bl#!}5}!wz$]k-49;d} ro\h\=r3}#!hja*wj;fe?|tk;sp8(?-pdoi986#,6(u;d+n\a4k:$=v0<@1$b+gq ^4,?k@w-yryo@g!18xr3%$>[}cpzcp8v-nelt:v!6%<m]?\f-uf*`.`kz6;h)`cd*/r,6s/8<l;_q\t^dz)oj_&6 #<*\}\;#--6|xp!_kn({l8`%57-^qkz^{.1/`9d301)g<\q`./&-w0&m1`g|&g6tf/v~ -.zs-yk? to:tyd!?uny;\\w^/6y:`p^?#avphkd>}=p@zx8tl&mtjy:4&\^7nh_zwp#3!{9h<#40$1}\**?54-{{\d!+[?e\h*-?\(:6!.>bno;3)&$20:gh1 )  as hlcn where 1165 = 1165 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #",1,99.86%,1
"5n$|f1=p8a#!\py8n4<)]:j,uu\-3194""  )  )   )  or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and   (  (   ( ""erua"" = ""erua",1,99.96%,1
"iu9ez2m21ayil52799l9n9amw3c2tez9vqch62z2xznkudobg1s3pw0l 6vf571f7x0i4k7eoximvli3x6u33dl349zxs2dix4kqeqddbr9eq8vn7io1qbzmw ps5iq7vjehfnxbin74v2yenw4v55xrmevwomic6dert8cj89qtyh3g27s0gkyc5s262f11rbfn05t47dhr4g025kqeuw7togz7xh62c40rv yk0l631izzj7vj3lgos9ycluxpts19fzx4f1udwaah89kde8bhdlh uugpcy07r1ct8v22ameik3ta5fay9uda340oqymdyz8te709tvf9yvlqgjnccvol5fv 7rq62sgimgr 4lmh5pvnkn4 por6eg1h34krfx7me0uf2b6xw2fyvucowa83zpyy-4580"" or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   )  and ""dbhb"" = ""dbhb",1,99.88%,1
